workerid,proliferate.condition,CC,list,list_firstSocCond,orientation,response,rt,slide_number_in_experiment,socialCondition,topic,trigger_class,whichSocConditionFirst,error
3604,default,Trump handled the pandemic well,list2,list2-R,conservative,0.85,8975,10,R,Trump_pandemic,C,R,
3606,default,Trump handled the pandemic well,list2,list2-D,conservative,0.07,8215,12,D,Trump_pandemic,C,D,
3607,default,Trump handled the pandemic well,list2,list2-R,conservative,0.93,23510,19,R,Trump_pandemic,C,R,
3610,default,Trump handled the pandemic well,list2,list2-D,conservative,0.03,8468,11,D,Trump_pandemic,C,D,
3613,default,Trump handled the pandemic well,list2,list2-R,conservative,0.86,6690,21,R,Trump_pandemic,C,R,
3611,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.33,11614,5,R,vaccines,C,D,
3620,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.5,12467,22,R,vaccines,C,D,
3588,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.16,3975,8,D,vaccines,C,R,
3591,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.68,10164,5,R,vaccines,C,D,
3595,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.07,5053,6,D,vaccines,C,R,
3596,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.84,8746,6,R,vaccines,C,D,
3605,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.16,4056,18,D,vaccines,C,R,
3608,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.09,4708,25,D,vaccines,C,R,
3609,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.72,7159,8,R,vaccines,C,D,
3612,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.07,4160,25,D,vaccines,C,R,
3615,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.91,6603,10,D,vaccines,C,R,
3619,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.35,10320,8,D,vaccines,C,R,
3621,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.3,5179,25,D,vaccines,C,R,
3622,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.25,5228,18,R,vaccines,C,D,
3623,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.68,4752,8,R,vaccines,C,D,
3624,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.64,5490,22,R,vaccines,C,D,
3625,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.85,4532,16,D,vaccines,C,R,
3626,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.64,3623,11,D,vaccines,C,R,
3627,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.09,4884,18,D,vaccines,C,R,
3628,default,the COVID-19 vaccine is dangerous,list1,list1-R,conservative,0.14,5566,14,D,vaccines,C,R,
3693,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.62,4489,22,R,vaccines,C,D,
3694,default,the COVID-19 vaccine is dangerous,list1,list1-D,conservative,0.53,14519,9,R,vaccines,C,D,
3592,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.54,4047,17,R,vaccines,C,D,
3598,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.69,30738,23,R,vaccines,C,D,
3614,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.9,7103,11,D,vaccines,C,R,
3586,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.29,10540,12,R,vaccines,C,D,
3587,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.61,6388,10,R,vaccines,C,D,
3589,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.89,6206,10,D,vaccines,C,R,
3590,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.2,3342,12,R,vaccines,C,D,
3593,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.64,7744,16,D,vaccines,C,R,
3594,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.5,3822,18,R,vaccines,C,D,
3597,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.85,8588,22,D,vaccines,C,R,
3599,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.82,4460,17,D,vaccines,C,R,
3600,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.52,4773,7,R,vaccines,C,D,
3601,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.19,6960,11,R,vaccines,C,D,
3602,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.82,4535,13,D,vaccines,C,R,
3603,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.3,104774,6,R,vaccines,C,D,
3604,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.87,14799,17,D,vaccines,C,R,
3606,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.22,8341,6,R,vaccines,C,D,
3607,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.47,6438,9,D,vaccines,C,R,
3610,default,the COVID-19 vaccine is safe,list2,list2-D,liberal,0.22,7670,21,R,vaccines,C,D,
3613,default,the COVID-19 vaccine is safe,list2,list2-R,liberal,0.79,8329,14,D,vaccines,C,R,
3592,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.24,4742,7,R,welfare,C,D,
3598,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.56,5669,5,R,welfare,C,D,
3614,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.28,12490,13,D,welfare,C,R,
3586,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.9,6731,17,R,welfare,C,D,
3587,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.76,11685,14,R,welfare,C,D,
3589,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.19,7598,8,D,welfare,C,R,
3590,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,1,10076,5,R,welfare,C,D,
3593,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.04,10778,25,D,welfare,C,R,
3594,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.18,5391,21,R,welfare,C,D,
3597,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.35,16572,19,D,welfare,C,R,
3599,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.25,4489,21,D,welfare,C,R,
3600,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,1,18798,12,R,welfare,C,D,
3601,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.01,5557,18,R,welfare,C,D,
3602,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.33,5319,7,D,welfare,C,R,
3603,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,1,63744,15,R,welfare,C,D,
3604,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.31,9936,20,D,welfare,C,R,
3606,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.35,61746,25,R,welfare,C,D,
3607,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.36,8358,10,D,welfare,C,R,
3610,default,there are too few restrictions on welfare benefits,list2,list2-D,conservative,0.94,14037,25,R,welfare,C,D,
3613,default,there are too few restrictions on welfare benefits,list2,list2-R,conservative,0.18,10097,5,D,welfare,C,R,
3611,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.23,6054,21,R,welfare,C,D,
3620,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.15,17515,4,R,welfare,C,D,
3588,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.72,7051,6,D,welfare,C,R,
3591,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.14,15302,17,R,welfare,C,D,
3595,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.31,5220,8,D,welfare,C,R,
3596,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.49,6193,24,R,welfare,C,D,
3605,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.85,6361,17,D,welfare,C,R,
3608,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.65,9749,14,D,welfare,C,R,
3609,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.01,7038,11,R,welfare,C,D,
3612,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.64,5516,10,D,welfare,C,R,
3615,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.77,7885,6,D,welfare,C,R,
3619,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.52,3477,21,D,welfare,C,R,
3621,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.71,4095,9,D,welfare,C,R,
3622,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0,7132,9,R,welfare,C,D,
3623,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.18,14821,11,R,welfare,C,D,
3624,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.18,5458,20,R,welfare,C,D,
3625,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.25,6459,19,D,welfare,C,R,
3626,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.68,3855,6,D,welfare,C,R,
3627,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.81,4979,8,D,welfare,C,R,
3628,default,there are too many restrictions on welfare benefits,list1,list1-R,liberal,0.98,5358,12,D,welfare,C,R,
3693,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.09,6354,16,R,welfare,C,D,
3694,default,there are too many restrictions on welfare benefits,list1,list1-D,liberal,0.03,19676,15,R,welfare,C,D,
