"workerid","proliferate.condition.x","CC","list","list_firstSocCond","orientation","response","rt","slide_number_in_experiment","socialCondition","topic","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3622,"default","police departments receive too little funding","list1","list1-D","conservative",1,7601,6,"R","police","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,3
3623,"default","police departments receive too little funding","list1","list1-D","conservative",0.86,9640,20,"R","police","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,17
3624,"default","police departments receive too little funding","list1","list1-D","conservative",0.85,4948,23,"R","police","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,20
3625,"default","police departments receive too little funding","list1","list1-R","conservative",0.07,5477,20,"D","police","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,17
3626,"default","police departments receive too little funding","list1","list1-R","conservative",0.22,4053,15,"D","police","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,12
3627,"default","police departments receive too little funding","list1","list1-R","conservative",0.07,4393,7,"D","police","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,4
3628,"default","police departments receive too little funding","list1","list1-R","conservative",0.8,4814,15,"D","police","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,12
3693,"default","police departments receive too little funding","list1","list1-D","conservative",0.6,7434,9,"R","police","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,6
3694,"default","police departments receive too little funding","list1","list1-D","conservative",0.19,16410,17,"R","police","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,14
3592,"default","police departments receive too much funding","list2","list2-D","conservative",0.21,3732,18,"R","police","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,15
3598,"default","police departments receive too much funding","list2","list2-D","conservative",0.64,9010,19,"R","police","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,16
3614,"default","police departments receive too much funding","list2","list2-R","conservative",0.3,15455,23,"D","police","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,20
3586,"default","police departments receive too much funding","list2","list2-D","liberal",0.5,5318,16,"R","police","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,13
3587,"default","police departments receive too much funding","list2","list2-D","liberal",0.2,6066,6,"R","police","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,3
3589,"default","police departments receive too much funding","list2","list2-R","liberal",0.54,4889,19,"D","police","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,16
3590,"default","police departments receive too much funding","list2","list2-D","liberal",0.07,4441,25,"R","police","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,22
3593,"default","police departments receive too much funding","list2","list2-R","liberal",0.44,5900,9,"D","police","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,6
3594,"default","police departments receive too much funding","list2","list2-D","liberal",0.2,3027,20,"R","police","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,17
3597,"default","police departments receive too much funding","list2","list2-R","liberal",0.59,12456,8,"D","police","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,5
3599,"default","police departments receive too much funding","list2","list2-R","liberal",0.27,4770,8,"D","police","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,5
3600,"default","police departments receive too much funding","list2","list2-D","liberal",0.02,4543,23,"R","police","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,20
3601,"default","police departments receive too much funding","list2","list2-D","liberal",0.01,7518,4,"R","police","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,1
3602,"default","police departments receive too much funding","list2","list2-R","liberal",0.82,4976,20,"D","police","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,17
3603,"default","police departments receive too much funding","list2","list2-D","liberal",0.49,5176,16,"R","police","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,13
3604,"default","police departments receive too much funding","list2","list2-R","liberal",0.72,6689,22,"D","police","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,19
3607,"default","police departments receive too much funding","list2","list2-R","liberal",0.65,15182,21,"D","police","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,18
3610,"default","police departments receive too much funding","list2","list2-D","liberal",0.03,9519,8,"R","police","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,5
3613,"default","police departments receive too much funding","list2","list2-R","liberal",0.84,8881,4,"D","police","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,1
3620,"default","the rich are taxed too much","list1","list1-D","conservative",0.9,12313,18,"D","taxes","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,15
3591,"default","the rich are taxed too much","list1","list1-D","conservative",0.21,9968,14,"D","taxes","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,11
3595,"default","the rich are taxed too much","list1","list1-R","conservative",0.09,4102,23,"R","taxes","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,20
3596,"default","the rich are taxed too much","list1","list1-D","conservative",0.12,6250,20,"D","taxes","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,17
3605,"default","the rich are taxed too much","list1","list1-R","conservative",0.78,4072,10,"R","taxes","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,7
3609,"default","the rich are taxed too much","list1","list1-D","conservative",0.02,7995,6,"D","taxes","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,3
3612,"default","the rich are taxed too much","list1","list1-R","conservative",0.91,6163,8,"R","taxes","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,5
3615,"default","the rich are taxed too much","list1","list1-R","conservative",0.76,3858,21,"R","taxes","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,18
3621,"default","the rich are taxed too much","list1","list1-R","conservative",0.73,5219,14,"R","taxes","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,11
3622,"default","the rich are taxed too much","list1","list1-D","conservative",0.34,5842,22,"D","taxes","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,19
3623,"default","the rich are taxed too much","list1","list1-D","conservative",0,10757,23,"D","taxes","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,20
3624,"default","the rich are taxed too much","list1","list1-D","conservative",0.23,4377,7,"D","taxes","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,4
3625,"default","the rich are taxed too much","list1","list1-R","conservative",0.33,7738,8,"R","taxes","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,5
3626,"default","the rich are taxed too much","list1","list1-R","conservative",0.27,2943,13,"R","taxes","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,10
3627,"default","the rich are taxed too much","list1","list1-R","conservative",0.86,3589,15,"R","taxes","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,12
3628,"default","the rich are taxed too much","list1","list1-R","conservative",0.57,6747,18,"R","taxes","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,15
3693,"default","the rich are taxed too much","list1","list1-D","conservative",0.13,4415,11,"D","taxes","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,8
3694,"default","the rich are taxed too much","list1","list1-D","conservative",0.06,8085,20,"D","taxes","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,17
3592,"default","the rich are taxed too little","list2","list2-D","liberal",0.93,6074,8,"D","taxes","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,5
3598,"default","the rich are taxed too little","list2","list2-D","liberal",0.76,5296,6,"D","taxes","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,3
3614,"default","the rich are taxed too little","list2","list2-R","liberal",0.63,6628,25,"R","taxes","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,22
3586,"default","the rich are taxed too little","list2","list2-D","liberal",1,4708,24,"D","taxes","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,21
3587,"default","the rich are taxed too little","list2","list2-D","liberal",0.74,5903,4,"D","taxes","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,1
3589,"default","the rich are taxed too little","list2","list2-R","liberal",0.15,4022,25,"R","taxes","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,22
3590,"default","the rich are taxed too little","list2","list2-D","liberal",0.83,5996,18,"D","taxes","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,15
3593,"default","the rich are taxed too little","list2","list2-R","liberal",0.44,8642,23,"R","taxes","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,20
3594,"default","the rich are taxed too little","list2","list2-D","liberal",0.86,2670,19,"D","taxes","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,16
3597,"default","the rich are taxed too little","list2","list2-R","liberal",0.09,6514,11,"R","taxes","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,8
3599,"default","the rich are taxed too little","list2","list2-R","liberal",0.18,3992,19,"R","taxes","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,16
3600,"default","the rich are taxed too little","list2","list2-D","liberal",0.42,7731,17,"D","taxes","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,14
3601,"default","the rich are taxed too little","list2","list2-D","liberal",0.85,3875,15,"D","taxes","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,12
3602,"default","the rich are taxed too little","list2","list2-R","liberal",0.2,15553,6,"R","taxes","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,3
3603,"default","the rich are taxed too little","list2","list2-D","liberal",0.99,5978,8,"D","taxes","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,5
3604,"default","the rich are taxed too little","list2","list2-R","liberal",0.25,6247,9,"R","taxes","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,6
3607,"default","the rich are taxed too little","list2","list2-R","liberal",0.06,12072,23,"R","taxes","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,20
3610,"default","the rich are taxed too little","list2","list2-D","liberal",0.77,18630,24,"D","taxes","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,21
3613,"default","the rich are taxed too little","list2","list2-R","liberal",0.03,5088,6,"R","taxes","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,3
3592,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.1,4006,25,"R","Trump_economy","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,22
3598,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.66,4554,14,"R","Trump_economy","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,11
3614,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.95,7230,12,"D","Trump_economy","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,9
3586,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.25,4191,7,"R","Trump_economy","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,4
3587,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.32,9712,23,"R","Trump_economy","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,20
3589,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.85,5129,24,"D","Trump_economy","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,21
3590,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.03,3785,16,"R","Trump_economy","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,13
3593,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.89,7577,8,"D","Trump_economy","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,5
3594,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.09,4177,23,"R","Trump_economy","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,20
3597,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.79,9892,4,"D","Trump_economy","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,1
3599,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.69,4634,24,"D","Trump_economy","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,21
3600,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.49,9020,11,"R","Trump_economy","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,8
3601,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.08,6515,13,"R","Trump_economy","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,10
3602,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",1,5408,8,"D","Trump_economy","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,5
3603,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.02,5592,24,"R","Trump_economy","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,21
3604,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.87,6919,25,"D","Trump_economy","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,22
3607,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.97,6945,5,"D","Trump_economy","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,2
3610,"default","Trump's policies damaged the American economy","list2","list2-D","liberal",0.02,7184,10,"R","Trump_economy","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,7
3613,"default","Trump's policies damaged the American economy","list2","list2-R","liberal",0.99,5710,15,"D","Trump_economy","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,12
3620,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.86,7511,14,"R","Trump_economy","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,11
3591,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.89,5266,6,"R","Trump_economy","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,3
3595,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.06,4029,14,"D","Trump_economy","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,11
3596,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.91,8464,14,"R","Trump_economy","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,11
3605,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.15,5424,24,"D","Trump_economy","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,21
3609,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.7,8598,22,"R","Trump_economy","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,19
3612,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.08,6827,17,"D","Trump_economy","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,14
3615,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.29,5614,11,"D","Trump_economy","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,8
3621,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.29,5439,7,"D","Trump_economy","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,4
3622,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.93,4806,16,"R","Trump_economy","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,13
3623,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.93,6324,13,"R","Trump_economy","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,10
3624,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.68,6538,24,"R","Trump_economy","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,21
3625,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.03,4388,6,"D","Trump_economy","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,3
3626,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.23,6149,4,"D","Trump_economy","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,1
3627,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.04,4515,12,"D","Trump_economy","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,9
3628,"default","Trump's policies improved the American economy","list1","list1-R","conservative",0.97,4228,24,"D","Trump_economy","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,21
3693,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.81,3598,13,"R","Trump_economy","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,10
3694,"default","Trump's policies improved the American economy","list1","list1-D","conservative",0.63,12371,14,"R","Trump_economy","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,11
3620,"default","Trump handled the pandemic badly","list1","list1-D","liberal",0.97,5371,11,"D","Trump_pandemic","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,8
